team,fifa_code,group,name,position,age,caps,overall,pace,shooting,passing,dribbling,defending,physical,rating_source
Ecuador,ECU,E,Alan Minda,MF,23,20,54.0,73.0,46.0,45.0,58.0,22.0,48.0,fifa-match
Ecuador,ECU,E,Pedro Vite,MF,24,17,64.0,67.0,56.0,56.0,63.0,52.0,50.0,fifa-match
Ecuador,ECU,E,Jordy Caicedo,FW,28,20,78.0,74.0,78.0,70.0,75.0,44.0,80.0,fifa-match
Ecuador,ECU,E,Ángelo Preciado,DF,28,55,70.0,85.0,71.0,64.0,70.0,32.0,66.0,fifa-match
Ecuador,ECU,E,Denil Castillo,MF,22,5,75.0,92.0,75.0,63.0,81.0,43.0,73.0,fifa-match
Ecuador,ECU,E,Gonzalo Plata,FW,25,50,74.0,85.0,66.0,65.0,79.0,43.0,64.0,fifa-match
Ecuador,ECU,E,Nilson Angulo,FW,22,14,75.0,73.0,58.0,69.0,68.0,73.0,75.0,fifa-match
Ecuador,ECU,E,Alan Franco,MF,27,58,74.0,63.0,34.0,51.0,64.0,75.0,79.0,fifa-match
Ecuador,ECU,E,Gonzalo Valle,GK,30,4,64.0,74.0,63.0,65.0,71.0,51.0,70.0,fifa-match
Ecuador,ECU,E,Moisés Caicedo,MF,24,61,78.0,74.0,78.0,70.0,75.0,44.0,80.0,fifa-match
Ecuador,ECU,E,Jeremy Arévalo,FW,21,4,74.0,74.0,63.0,65.0,71.0,51.0,70.0,team-median
Ecuador,ECU,E,Jackson Porozo,DF,25,10,67.0,62.0,31.0,36.0,39.0,68.0,73.0,fifa-match
Ecuador,ECU,E,Yaimar Medina,DF,21,6,75.0,75.0,49.0,67.0,68.0,73.0,74.0,fifa-match
Germany,GER,E,Manuel Neuer,GK,40,124,90.0,68.0,61.0,64.0,68.0,60.0,70.0,fifa-match
Germany,GER,E,Antonio Rüdiger,DF,33,82,83.0,75.0,43.0,68.0,64.0,84.0,84.0,fifa-match
Germany,GER,E,Waldemar Anton,DF,29,13,75.0,66.0,46.0,57.0,64.0,76.0,79.0,fifa-match
Germany,GER,E,Jonathan Tah,DF,30,47,78.0,67.0,27.0,55.0,57.0,79.0,81.0,fifa-match
Germany,GER,E,Aleksandar Pavlović,MF,22,11,73.0,31.0,59.0,51.0,53.0,72.0,81.0,fifa-match
Germany,GER,E,Joshua Kimmich,DF,31,110,89.0,70.0,73.0,86.0,84.0,83.0,79.0,fifa-match
Germany,GER,E,Kai Havertz,FW,27,58,84.0,82.0,78.0,79.0,84.0,45.0,66.0,fifa-match
Germany,GER,E,Leon Goretzka,MF,31,70,87.0,81.0,82.0,82.0,84.0,81.0,86.0,fifa-match
Germany,GER,E,Jamie Leweling,MF,25,5,68.0,84.0,59.0,58.0,72.0,31.0,68.0,fifa-match
Germany,GER,E,Jamal Musiala,MF,23,42,75.0,76.0,70.0,67.0,84.0,31.0,49.0,fifa-match
Germany,GER,E,Nick Woltemade,FW,24,11,63.0,61.0,61.0,53.0,62.0,31.0,60.0,fifa-match
Germany,GER,E,Oliver Baumann,GK,36,13,82.0,68.0,61.0,64.0,68.0,60.0,70.0,fifa-match
Germany,GER,E,Pascal Groß,MF,34,18,76.0,50.0,74.0,80.0,75.0,58.0,71.0,fifa-match
Germany,GER,E,Maximilian Beier,FW,23,9,64.0,64.0,66.0,45.0,62.0,25.0,42.0,fifa-match
Germany,GER,E,Nico Schlotterbeck,DF,26,27,73.0,69.0,29.0,47.0,53.0,75.0,75.0,fifa-match
Germany,GER,E,Angelo Stiller,MF,25,8,67.0,64.0,53.0,72.0,67.0,60.0,63.0,fifa-match
Germany,GER,E,Florian Wirtz,MF,23,41,78.0,72.0,68.0,76.0,83.0,51.0,59.0,fifa-match
Germany,GER,E,Nathaniel Brown,DF,22,5,71.0,35.0,60.0,60.0,68.0,70.0,75.0,fifa-match
Germany,GER,E,Leroy Sané,MF,30,76,84.0,90.0,81.0,79.0,85.0,38.0,68.0,fifa-match
Germany,GER,E,Nadiem Amiri,MF,29,11,77.0,68.0,73.0,78.0,82.0,50.0,67.0,fifa-match
Germany,GER,E,Alexander Nübel,GK,29,3,75.0,68.0,61.0,64.0,68.0,60.0,70.0,fifa-match
Germany,GER,E,David Raum,DF,28,37,73.0,86.0,59.0,66.0,74.0,64.0,70.0,fifa-match
Germany,GER,E,Felix Nmecha,MF,25,8,74.0,82.0,73.0,64.0,75.0,39.0,78.0,fifa-match
Germany,GER,E,Malick Thiaw,DF,24,5,68.0,65.0,43.0,54.0,58.0,68.0,69.0,fifa-match
Germany,GER,E,Assan Ouédraogo,MF,20,1,64.0,68.0,33.0,50.0,53.0,65.0,65.0,fifa-match
Germany,GER,E,Deniz Undav,FW,29,9,69.0,61.0,73.0,53.0,68.0,31.0,73.0,fifa-match
Ivory Coast,CIV,E,Yahia Fofana,GK,25,35,78.0,76.0,71.0,72.0,78.0,72.0,79.0,fifa-match
Ivory Coast,CIV,E,Ousmane Diomande,DF,22,15,72.0,63.0,46.0,60.0,60.0,71.0,74.0,fifa-match
Ivory Coast,CIV,E,Ghislain Konan,DF,30,54,75.0,79.0,48.0,68.0,75.0,70.0,71.0,fifa-match
Ivory Coast,CIV,E,Jean Michaël Seri,MF,34,65,74.0,64.0,67.0,77.0,78.0,67.0,66.0,fifa-match
Ivory Coast,CIV,E,Wilfried Singo,DF,25,34,66.0,77.0,40.0,57.0,67.0,62.0,59.0,fifa-match
Ivory Coast,CIV,E,Seko Fofana,MF,31,33,78.0,76.0,71.0,72.0,78.0,72.0,79.0,fifa-match
Ivory Coast,CIV,E,Odilon Kossounou,DF,25,36,73.0,75.0,32.0,58.0,65.0,73.0,78.0,fifa-match
Ivory Coast,CIV,E,Franck Kessié,MF,29,102,84.0,78.0,74.0,74.0,80.0,82.0,87.0,fifa-match
Ivory Coast,CIV,E,Ange-Yoan Bonny,FW,22,1,74.0,76.0,53.0,64.0,74.0,70.0,73.0,team-median
Ivory Coast,CIV,E,Simon Adingra,FW,24,29,57.0,83.0,49.0,47.0,60.0,25.0,40.0,fifa-match
Ivory Coast,CIV,E,Yan Diomande,FW,19,10,72.0,63.0,46.0,60.0,60.0,71.0,74.0,fifa-match
Ivory Coast,CIV,E,Elye Wahi,FW,23,2,70.0,84.0,68.0,60.0,74.0,30.0,64.0,fifa-match
Ivory Coast,CIV,E,Christopher Opéri,DF,29,12,74.0,76.0,53.0,64.0,74.0,70.0,73.0,team-median
Ivory Coast,CIV,E,Oumar Diakité,FW,22,30,68.0,61.0,38.0,57.0,56.0,68.0,72.0,fifa-match
Ivory Coast,CIV,E,Amad Diallo,FW,23,19,78.0,74.0,39.0,71.0,76.0,78.0,77.0,fifa-match
Ivory Coast,CIV,E,Mohamed Koné,GK,24,0,72.0,91.0,68.0,57.0,74.0,32.0,65.0,fifa-match
Ivory Coast,CIV,E,Guéla Doué,DF,23,20,74.0,76.0,53.0,64.0,74.0,70.0,73.0,team-median
Ivory Coast,CIV,E,Ibrahim Sangaré,MF,28,57,77.0,66.0,65.0,70.0,70.0,77.0,84.0,fifa-match
Ivory Coast,CIV,E,Nicolas Pépé,FW,31,56,81.0,88.0,79.0,75.0,83.0,36.0,65.0,fifa-match
Ivory Coast,CIV,E,Emmanuel Agbadou,DF,28,20,68.0,65.0,30.0,50.0,57.0,66.0,79.0,fifa-match
Ivory Coast,CIV,E,Evan Ndicka,DF,26,28,77.0,75.0,47.0,70.0,74.0,77.0,76.0,fifa-match
Ivory Coast,CIV,E,Evann Guessand,FW,24,21,67.0,76.0,65.0,52.0,66.0,23.0,68.0,fifa-match
Ivory Coast,CIV,E,Alban Lafont,GK,27,4,78.0,76.0,53.0,64.0,74.0,70.0,73.0,fifa-match
Ivory Coast,CIV,E,Bazoumana Touré,FW,20,6,74.0,79.0,57.0,67.0,73.0,72.0,72.0,fifa-match
Ivory Coast,CIV,E,Parfait Guiagon,MF,25,5,74.0,76.0,53.0,64.0,74.0,70.0,73.0,team-median
Ivory Coast,CIV,E,Christ Inao Oulaï,MF,20,9,74.0,76.0,53.0,64.0,74.0,70.0,73.0,team-median
Japan,JPN,F,Zion Suzuki,GK,23,24,72.0,70.0,71.0,65.0,68.0,44.0,71.0,fifa-match
Japan,JPN,F,Yukinari Sugawara,DF,25,21,72.0,78.0,47.0,65.0,70.0,64.0,71.0,fifa-match
Japan,JPN,F,Shōgo Taniguchi,DF,34,38,72.0,64.0,45.0,59.0,60.0,73.0,72.0,fifa-match
Japan,JPN,F,Kō Itakura,DF,29,40,74.0,77.0,32.0,53.0,65.0,76.0,76.0,fifa-match
Japan,JPN,F,Yūto Nagatomo,DF,39,145,73.0,70.0,49.0,65.0,69.0,72.0,65.0,fifa-match
Japan,JPN,F,Shūto Machino,FW,26,14,62.0,65.0,62.0,54.0,55.0,26.0,67.0,fifa-match
Japan,JPN,F,Ao Tanaka,MF,27,38,72.0,71.0,66.0,69.0,70.0,68.0,70.0,fifa-match
Japan,JPN,F,Takefusa Kubo,MF,25,49,75.0,81.0,66.0,68.0,82.0,39.0,56.0,fifa-match
Japan,JPN,F,Keisuke Gotō,FW,21,4,72.0,70.0,52.0,62.0,68.0,53.0,70.0,team-median
Japan,JPN,F,Ritsu Dōan,MF,27,65,72.0,70.0,52.0,62.0,68.0,53.0,70.0,team-median
Japan,JPN,F,Daizen Maeda,MF,28,27,70.0,89.0,72.0,60.0,70.0,39.0,65.0,fifa-match
Japan,JPN,F,Keisuke Ōsako,GK,26,11,71.0,63.0,69.0,62.0,76.0,41.0,62.0,fifa-match
Japan,JPN,F,Keito Nakamura,MF,25,25,68.0,70.0,52.0,62.0,68.0,53.0,70.0,fifa-match
Japan,JPN,F,Junya Itō,MF,33,69,64.0,79.0,49.0,56.0,73.0,22.0,35.0,fifa-match
Japan,JPN,F,Daichi Kamada,MF,29,49,79.0,75.0,68.0,79.0,83.0,41.0,59.0,fifa-match
Japan,JPN,F,Tsuyoshi Watanabe,DF,29,11,68.0,61.0,29.0,46.0,53.0,67.0,75.0,fifa-match
Japan,JPN,F,Yuito Suzuki,MF,24,6,72.0,70.0,71.0,65.0,68.0,44.0,71.0,fifa-match
Japan,JPN,F,Ayase Ueda,FW,27,39,68.0,49.0,30.0,50.0,52.0,69.0,68.0,fifa-match
Japan,JPN,F,Kōki Ogawa,FW,28,15,69.0,79.0,55.0,62.0,64.0,62.0,77.0,fifa-match
Japan,JPN,F,Ayumu Seko,DF,26,14,67.0,60.0,35.0,50.0,56.0,68.0,70.0,fifa-match
Japan,JPN,F,Hiroki Itō,DF,27,24,64.0,79.0,49.0,56.0,73.0,22.0,35.0,fifa-match
Japan,JPN,F,Takehiro Tomiyasu,DF,27,43,75.0,68.0,32.0,63.0,69.0,76.0,77.0,fifa-match
Japan,JPN,F,Tomoki Hayakawa,GK,27,4,56.0,70.0,52.0,62.0,68.0,53.0,70.0,fifa-match
Japan,JPN,F,Kaishū Sano,MF,25,13,72.0,70.0,52.0,62.0,68.0,53.0,70.0,team-median
Japan,JPN,F,Junnosuke Suzuki,DF,22,6,72.0,70.0,71.0,65.0,68.0,44.0,71.0,fifa-match
Japan,JPN,F,Kento Shiogai,FW,21,2,72.0,70.0,52.0,62.0,68.0,53.0,70.0,team-median
Netherlands,NED,F,Bart Verbruggen,GK,23,29,65.0,80.0,69.0,69.0,72.0,67.0,75.0,fifa-match
Netherlands,NED,F,Lutsharel Geertruida,DF,25,21,76.0,80.0,52.0,66.0,71.0,74.0,75.0,fifa-match
Netherlands,NED,F,Marten de Roon,MF,35,43,82.0,66.0,68.0,71.0,73.0,82.0,83.0,fifa-match
Netherlands,NED,F,Virgil van Dijk,DF,34,92,89.0,78.0,60.0,71.0,72.0,91.0,84.0,fifa-match
Netherlands,NED,F,Nathan Aké,DF,31,59,78.0,76.0,53.0,70.0,71.0,80.0,75.0,fifa-match
Netherlands,NED,F,Jan Paul van Hecke,DF,26,12,69.0,52.0,46.0,54.0,58.0,70.0,72.0,fifa-match
Netherlands,NED,F,Justin Kluivert,MF,27,12,76.0,89.0,72.0,67.0,81.0,37.0,58.0,fifa-match
Netherlands,NED,F,Ryan Gravenberch,MF,24,27,78.0,77.0,74.0,77.0,82.0,68.0,71.0,fifa-match
Netherlands,NED,F,Wout Weghorst,FW,33,52,83.0,63.0,83.0,59.0,70.0,52.0,86.0,fifa-match
Netherlands,NED,F,Memphis Depay,FW,32,109,85.0,82.0,83.0,82.0,84.0,30.0,79.0,fifa-match
Netherlands,NED,F,Cody Gakpo,FW,27,50,79.0,85.0,78.0,74.0,79.0,41.0,72.0,fifa-match
Netherlands,NED,F,Mats Wieffer,DF,26,15,77.0,80.0,69.0,69.0,72.0,67.0,75.0,team-median
Netherlands,NED,F,Robin Roefs,GK,23,1,57.0,80.0,69.0,69.0,72.0,67.0,75.0,fifa-match
Netherlands,NED,F,Tijjani Reijnders,MF,27,32,67.0,76.0,61.0,67.0,70.0,58.0,66.0,fifa-match
Netherlands,NED,F,Micky van de Ven,DF,25,21,68.0,72.0,43.0,56.0,60.0,67.0,73.0,fifa-match
Netherlands,NED,F,Guus Til,MF,28,7,73.0,67.0,71.0,69.0,73.0,59.0,71.0,fifa-match
Netherlands,NED,F,Noa Lang,FW,26,15,78.0,82.0,74.0,72.0,82.0,51.0,67.0,fifa-match
Netherlands,NED,F,Donyell Malen,FW,27,53,80.0,90.0,79.0,72.0,83.0,30.0,74.0,fifa-match
Netherlands,NED,F,Brian Brobbey,FW,24,12,73.0,83.0,71.0,54.0,68.0,30.0,81.0,fifa-match
Netherlands,NED,F,Teun Koopmeiners,MF,28,28,79.0,65.0,72.0,79.0,72.0,76.0,77.0,fifa-match
Netherlands,NED,F,Frenkie de Jong,MF,29,66,87.0,81.0,69.0,85.0,88.0,77.0,78.0,fifa-match
Netherlands,NED,F,Denzel Dumfries,DF,30,72,82.0,80.0,61.0,66.0,72.0,78.0,89.0,fifa-match
Netherlands,NED,F,Mark Flekken,GK,32,12,75.0,80.0,69.0,69.0,72.0,67.0,75.0,fifa-match
Netherlands,NED,F,Crysencio Summerville,FW,24,2,68.0,88.0,61.0,59.0,70.0,24.0,49.0,fifa-match
Netherlands,NED,F,Jorrel Hato,DF,20,8,77.0,80.0,69.0,69.0,72.0,67.0,75.0,team-median
Netherlands,NED,F,Quinten Timber,MF,24,11,75.0,83.0,44.0,64.0,75.0,75.0,79.0,fifa-match
Sweden,SWE,F,Jacob Widell Zetterström,GK,27,3,58.0,72.0,57.0,62.0,70.0,61.0,68.0,fifa-match
Sweden,SWE,F,Gustaf Lagerbielke,DF,26,11,55.0,62.0,24.0,41.0,49.0,54.0,57.0,fifa-match
Sweden,SWE,F,Victor Lindelöf,DF,31,76,80.0,63.0,51.0,73.0,72.0,81.0,78.0,fifa-match
Sweden,SWE,F,Isak Hien,DF,27,29,70.0,72.0,57.0,62.0,70.0,61.0,68.0,team-median
Sweden,SWE,F,Gabriel Gudmundsson,DF,27,24,73.0,87.0,64.0,67.0,72.0,66.0,70.0,fifa-match
Sweden,SWE,F,Herman Johansson,DF,28,3,70.0,83.0,49.0,55.0,71.0,63.0,67.0,fifa-match
Sweden,SWE,F,Lucas Bergvall,MF,20,10,70.0,72.0,57.0,62.0,70.0,61.0,68.0,team-median
Sweden,SWE,F,Daniel Svensson,DF,24,13,78.0,79.0,60.0,72.0,75.0,73.0,82.0,fifa-match
Sweden,SWE,F,Alexander Isak,FW,26,58,82.0,84.0,82.0,68.0,79.0,29.0,69.0,fifa-match
Sweden,SWE,F,Benjamin Nygren,MF,24,11,67.0,64.0,65.0,65.0,67.0,20.0,59.0,fifa-match
Sweden,SWE,F,Anthony Elanga,FW,24,30,65.0,81.0,60.0,58.0,68.0,29.0,51.0,fifa-match
Sweden,SWE,F,Viktor Johansson,GK,27,12,70.0,83.0,49.0,55.0,71.0,63.0,67.0,fifa-match
Sweden,SWE,F,Ken Sema,MF,32,33,73.0,78.0,66.0,71.0,74.0,60.0,68.0,fifa-match
Sweden,SWE,F,Hjalmar Ekdal,DF,27,13,76.0,47.0,65.0,76.0,73.0,70.0,76.0,fifa-match
Sweden,SWE,F,Carl Starfelt,DF,31,18,69.0,70.0,28.0,52.0,63.0,69.0,76.0,fifa-match
Sweden,SWE,F,Jesper Karlström,MF,30,25,69.0,67.0,54.0,64.0,66.0,66.0,81.0,fifa-match
Sweden,SWE,F,Viktor Gyökeres,FW,28,33,69.0,73.0,66.0,61.0,70.0,26.0,69.0,fifa-match
Sweden,SWE,F,Yasin Ayari,MF,22,21,55.0,68.0,46.0,55.0,58.0,45.0,54.0,fifa-match
Sweden,SWE,F,Mattias Svanberg,MF,27,41,73.0,77.0,66.0,74.0,76.0,62.0,68.0,fifa-match
Sweden,SWE,F,Eric Smith,DF,29,2,73.0,68.0,60.0,70.0,71.0,70.0,70.0,fifa-match
Sweden,SWE,F,Alexander Bernhardsson,DF,27,11,57.0,77.0,51.0,53.0,57.0,42.0,53.0,fifa-match
Sweden,SWE,F,Besfort Zeneli,MF,23,8,75.0,81.0,70.0,70.0,80.0,35.0,59.0,fifa-match
Sweden,SWE,F,Kristoffer Nordfeldt,GK,36,21,75.0,72.0,57.0,62.0,70.0,61.0,68.0,fifa-match
Sweden,SWE,F,Elliot Stroud,DF,23,1,61.0,67.0,53.0,56.0,61.0,53.0,65.0,fifa-match
Sweden,SWE,F,Gustaf Nilsson,FW,29,10,73.0,60.0,32.0,54.0,55.0,74.0,74.0,fifa-match
Sweden,SWE,F,Taha Ali,FW,27,2,64.0,63.0,52.0,60.0,64.0,57.0,65.0,fifa-match
Tunisia,TUN,F,Mouhib Chamakh,GK,24,3,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Ali Abdi,DF,32,46,70.0,83.0,59.0,65.0,68.0,60.0,72.0,fifa-match
Tunisia,TUN,F,Montassar Talbi,DF,28,64,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Omar Rekik,DF,24,6,74.0,67.0,39.0,58.0,62.0,73.0,76.0,fifa-match
Tunisia,TUN,F,Adem Arous,DF,21,2,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Dylan Bronn,DF,30,52,75.0,66.0,61.0,67.0,65.0,76.0,76.0,fifa-match
Tunisia,TUN,F,Elias Achouri,FW,27,30,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Elias Saad,FW,26,15,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Hazem Mastouri,FW,28,19,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Hannibal Mejbri,MF,23,45,62.0,69.0,51.0,61.0,64.0,52.0,58.0,fifa-match
Tunisia,TUN,F,Ismaël Gharbi,MF,22,17,63.0,71.0,55.0,60.0,71.0,40.0,40.0,fifa-match
Tunisia,TUN,F,Mortadha Ben Ouanes,DF,31,18,63.0,67.0,32.0,55.0,56.0,64.0,61.0,fifa-match
Tunisia,TUN,F,Rani Khedira,MF,32,3,74.0,48.0,43.0,58.0,62.0,76.0,80.0,fifa-match
Tunisia,TUN,F,Khalil Ayari,MF,21,4,55.0,68.0,46.0,55.0,58.0,45.0,54.0,fifa-match
Tunisia,TUN,F,Hadj Mahmoud,MF,26,9,60.0,73.0,44.0,53.0,66.0,31.0,53.0,fifa-match
Tunisia,TUN,F,Aymen Dahmen,GK,29,37,70.0,68.0,52.0,60.0,65.0,60.0,71.0,fifa-match
Tunisia,TUN,F,Ellyes Skhiri,MF,31,83,77.0,58.0,69.0,69.0,73.0,77.0,73.0,fifa-match
Tunisia,TUN,F,Rayan Elloumi,FW,18,4,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Firas Chaouat,FW,30,30,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Yan Valery,DF,27,22,71.0,72.0,52.0,60.0,69.0,70.0,73.0,fifa-match
Tunisia,TUN,F,Mohamed Amine Ben Hamida,DF,30,13,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Sabri Ben Hessen,GK,29,2,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Moutaz Neffati,DF,21,5,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Raed Chikhaoui,DF,22,0,68.0,68.0,52.0,60.0,65.0,60.0,71.0,team-median
Tunisia,TUN,F,Anis Ben Slimane,MF,25,41,65.0,63.0,57.0,61.0,68.0,55.0,71.0,fifa-match
Tunisia,TUN,F,Sebastian Tounekti,MF,23,12,60.0,73.0,53.0,53.0,64.0,25.0,48.0,fifa-match
Belgium,BEL,G,Thibaut Courtois,GK,34,109,89.0,73.0,66.0,72.0,76.0,64.0,72.0,fifa-match
Belgium,BEL,G,Zeno Debast,DF,22,26,61.0,62.0,26.0,47.0,56.0,59.0,65.0,fifa-match
Belgium,BEL,G,Arthur Theate,DF,26,33,69.0,73.0,40.0,52.0,53.0,67.0,79.0,fifa-match
Belgium,BEL,G,Brandon Mechele,DF,33,9,76.0,62.0,38.0,50.0,54.0,80.0,76.0,fifa-match
Belgium,BEL,G,Maxim De Cuyper,DF,25,19,76.0,73.0,66.0,72.0,76.0,64.0,72.0,team-median
Belgium,BEL,G,Axel Witsel,MF,37,138,83.0,61.0,72.0,81.0,79.0,82.0,79.0,fifa-match
Belgium,BEL,G,Kevin De Bruyne,MF,34,119,91.0,76.0,86.0,93.0,88.0,64.0,78.0,fifa-match
Belgium,BEL,G,Youri Tielemans,MF,29,85,84.0,63.0,79.0,86.0,80.0,71.0,72.0,fifa-match
Belgium,BEL,G,Romelu Lukaku,FW,33,126,88.0,84.0,87.0,74.0,78.0,39.0,83.0,fifa-match
Belgium,BEL,G,Leandro Trossard,FW,31,51,77.0,82.0,76.0,74.0,80.0,30.0,61.0,fifa-match
Belgium,BEL,G,Jérémy Doku,FW,24,43,77.0,92.0,66.0,67.0,83.0,25.0,67.0,fifa-match
Belgium,BEL,G,Senne Lammens,GK,23,2,64.0,73.0,66.0,72.0,76.0,64.0,72.0,fifa-match
Belgium,BEL,G,Mike Penders,GK,20,0,76.0,73.0,66.0,72.0,76.0,64.0,72.0,team-median
Belgium,BEL,G,Dodi Lukébakio,FW,28,30,76.0,84.0,75.0,69.0,79.0,31.0,60.0,fifa-match
Belgium,BEL,G,Thomas Meunier,DF,34,80,77.0,73.0,74.0,72.0,72.0,73.0,80.0,fifa-match
Belgium,BEL,G,Koni De Winter,DF,23,8,76.0,73.0,66.0,72.0,76.0,64.0,72.0,team-median
Belgium,BEL,G,Charles De Ketelaere,FW,25,30,75.0,72.0,72.0,75.0,77.0,62.0,71.0,fifa-match
Belgium,BEL,G,Joaquin Seys,DF,21,5,76.0,73.0,66.0,72.0,76.0,64.0,72.0,team-median
Belgium,BEL,G,Diego Moreira,MF,21,3,70.0,48.0,64.0,64.0,66.0,66.0,72.0,fifa-match
Belgium,BEL,G,Hans Vanaken,MF,33,34,78.0,47.0,78.0,79.0,75.0,59.0,73.0,fifa-match
Belgium,BEL,G,Timothy Castagne,DF,30,63,79.0,78.0,57.0,71.0,76.0,75.0,70.0,fifa-match
Belgium,BEL,G,Alexis Saelemaekers,MF,26,24,76.0,81.0,66.0,74.0,78.0,62.0,68.0,fifa-match
Belgium,BEL,G,Nicolas Raskin,MF,25,13,71.0,69.0,62.0,72.0,72.0,66.0,73.0,fifa-match
Belgium,BEL,G,Amadou Onana,MF,24,29,68.0,71.0,53.0,61.0,66.0,66.0,74.0,fifa-match
Belgium,BEL,G,Nathan Ngoy,DF,23,4,68.0,83.0,65.0,58.0,71.0,25.0,69.0,fifa-match
Belgium,BEL,G,Matias Fernandez-Pardo,FW,21,2,76.0,73.0,66.0,72.0,76.0,64.0,72.0,team-median
Egypt,EGY,G,Mohamed El Shenawy,GK,37,76,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Yasser Ibrahim,DF,33,17,62.0,68.0,45.0,55.0,60.0,61.0,56.0,fifa-match
Egypt,EGY,G,Mohamed Hany,DF,30,42,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Hossam Abdelmaguid,DF,25,13,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Ramy Rabia,DF,33,44,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Mohamed Abdelmonem,DF,27,36,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Trézéguet,FW,31,96,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Emam Ashour,MF,28,29,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Hamza Abdelkarim,FW,18,2,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Mohamed Salah,FW,33,116,89.0,90.0,87.0,81.0,90.0,45.0,75.0,fifa-match
Egypt,EGY,G,Mostafa Ziko,MF,29,2,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Haissem Hassan,FW,24,4,73.0,54.0,74.0,57.0,69.0,32.0,76.0,fifa-match
Egypt,EGY,G,Ahmed Fatouh,DF,28,39,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Hamdy Fathy,MF,31,63,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Karim Hafez,DF,30,9,71.0,79.0,45.0,66.0,69.0,66.0,71.0,fifa-match
Egypt,EGY,G,El Mahdy Soliman,GK,39,0,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Mohanad Lasheen,MF,30,23,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Nabil Emad,MF,30,12,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Marwan Attia,MF,27,34,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Ibrahim Adel,FW,25,24,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Mahmoud Saber,MF,24,15,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Omar Marmoush,FW,27,50,70.0,86.0,68.0,59.0,76.0,29.0,54.0,fifa-match
Egypt,EGY,G,Mostafa Shobeir,GK,26,9,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Tarek Alaa,DF,24,3,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Zizo,FW,30,63,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Egypt,EGY,G,Mohamed Alaa,GK,27,0,71.0,79.0,68.0,59.0,69.0,45.0,71.0,team-median
Iran,IRN,G,Alireza Beiranvand,GK,33,86,70.0,75.0,68.0,60.0,70.0,43.0,68.0,fifa-match
Iran,IRN,G,Saleh Hardani,DF,27,18,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Ehsan Hajsafi,DF,36,146,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Shojae Khalilzadeh,DF,37,58,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Milad Mohammadi,DF,32,76,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Saeid Ezatolahi,MF,29,83,67.0,60.0,57.0,60.0,62.0,65.0,72.0,fifa-match
